LocationName,lat,lng,StateDesc,TotalPopulation,CountyFIPS,Data_Value,Low_Confidence_Limit,High_Confidence_Limit,Data_Value_Unit,Data_Value_Type,Measure_Short
Escambia,31.12612281,-87.16137773,Alabama,36748.0,1053,79.3,78.5,80.0,%,Crude Prevalence,High Blood Pressure - Control
Etowah,34.04522195,-86.03539165,Alabama,102501.0,1055,79.1,78.2,80.0,%,Crude Prevalence,High Blood Pressure - Control
Fayette,33.72121137,-87.73921374,Alabama,16433.0,1057,81.1,80.2,81.9,%,Crude Prevalence,High Blood Pressure - Control
Franklin,34.44238135,-87.843283,Alabama,31363.0,1059,78.4,77.5,79.3,%,Crude Prevalence,High Blood Pressure - Control
Geneva,31.09487431,-85.83932635,Alabama,26314.0,1061,80.2,79.4,81.1,%,Crude Prevalence,High Blood Pressure - Control
Greene,32.8537694,-87.95608364,Alabama,8233.0,1063,84.0,83.3,84.7,%,Crude Prevalence,High Blood Pressure - Control
Hale,32.76294506,-87.63018079,Alabama,14726.0,1065,82.0,81.3,82.8,%,Crude Prevalence,High Blood Pressure - Control
Henry,31.5149075,-85.24183736,Alabama,17209.0,1067,81.8,81.1,82.5,%,Crude Prevalence,High Blood Pressure - Control
Houston,31.15350797,-85.30249702,Alabama,104722.0,1069,79.7,78.9,80.5,%,Crude Prevalence,High Blood Pressure - Control
Jackson,34.77967706,-85.99947453,Alabama,51736.0,1071,80.1,79.1,81.2,%,Crude Prevalence,High Blood Pressure - Control
Jefferson,33.55458811,-86.89673378,Alabama,659300.0,1073,79.0,78.2,79.8,%,Crude Prevalence,High Blood Pressure - Control
Lamar,33.77909349,-88.09715315,Alabama,13844.0,1075,81.4,80.6,82.3,%,Crude Prevalence,High Blood Pressure - Control
Lauderdale,34.90142261,-87.65453895,Alabama,92387.0,1077,79.9,78.9,80.8,%,Crude Prevalence,High Blood Pressure - Control
Lawrence,34.52187809,-87.31069915,Alabama,32957.0,1079,79.2,78.3,80.0,%,Crude Prevalence,High Blood Pressure - Control
Lee,32.60099295,-85.35534328,Alabama,163941.0,1081,74.1,73.0,75.0,%,Crude Prevalence,High Blood Pressure - Control
Limestone,34.81026419,-86.98204165,Alabama,96174.0,1083,77.6,76.6,78.5,%,Crude Prevalence,High Blood Pressure - Control
Lowndes,32.15495765,-86.65008014,Alabama,9974.0,1085,82.5,81.8,83.3,%,Crude Prevalence,High Blood Pressure - Control
Macon,32.38575719,-85.69271411,Alabama,18439.0,1087,80.9,79.8,81.8,%,Crude Prevalence,High Blood Pressure - Control
Madison,34.7629041,-86.5506924,Alabama,366519.0,1089,76.5,75.6,77.5,%,Crude Prevalence,High Blood Pressure - Control
Marengo,32.24802803,-87.78897342,Alabama,19066.0,1091,82.5,81.8,83.2,%,Crude Prevalence,High Blood Pressure - Control
Marion,34.13691691,-87.88740512,Alabama,29763.0,1093,80.2,79.2,81.1,%,Crude Prevalence,High Blood Pressure - Control
Marshall,34.36718343,-86.30608505,Alabama,96109.0,1095,79.0,78.1,80.0,%,Crude Prevalence,High Blood Pressure - Control
Mobile,30.78657016,-88.20658862,Alabama,413757.0,1097,79.4,78.7,80.2,%,Crude Prevalence,High Blood Pressure - Control
Monroe,31.57086205,-87.36533405,Alabama,21067.0,1099,82.1,81.5,82.8,%,Crude Prevalence,High Blood Pressure - Control
Montgomery,32.22034164,-86.20804808,Alabama,225763.0,1101,78.7,77.8,79.5,%,Crude Prevalence,High Blood Pressure - Control
Morgan,34.4534685,-86.85332071,Alabama,119089.0,1103,78.5,77.6,79.4,%,Crude Prevalence,High Blood Pressure - Control
Perry,32.63868928,-87.29439436,Alabama,9140.0,1105,82.5,81.8,83.3,%,Crude Prevalence,High Blood Pressure - Control
Pickens,33.28043578,-88.08874093,Alabama,19938.0,1107,80.7,80.1,81.4,%,Crude Prevalence,High Blood Pressure - Control
Pike,31.80252217,-85.94116812,Alabama,33338.0,1109,76.2,75.3,77.3,%,Crude Prevalence,High Blood Pressure - Control
Randolph,33.29367147,-85.45907232,Alabama,22725.0,1111,81.0,80.2,81.9,%,Crude Prevalence,High Blood Pressure - Control
Russell,32.28842421,-85.18445744,Alabama,57781.0,1113,78.6,77.9,79.4,%,Crude Prevalence,High Blood Pressure - Control
St. Clair,33.71565784,-86.3149495,Alabama,88690.0,1115,78.0,77.0,79.0,%,Crude Prevalence,High Blood Pressure - Control
Shelby,33.26422221,-86.66104603,Alabama,215707.0,1117,77.5,76.6,78.5,%,Crude Prevalence,High Blood Pressure - Control
Sumter,32.58923369,-88.1995063,Alabama,12691.0,1119,80.9,79.9,81.8,%,Crude Prevalence,High Blood Pressure - Control
Talladega,33.38016157,-86.16578887,Alabama,79828.0,1121,79.9,79.2,80.7,%,Crude Prevalence,High Blood Pressure - Control
Tallapoosa,32.86282332,-85.79743161,Alabama,40497.0,1123,81.8,81.0,82.5,%,Crude Prevalence,High Blood Pressure - Control
Tuscaloosa,33.28961016,-87.52507429,Alabama,208911.0,1125,75.0,74.1,76.0,%,Crude Prevalence,High Blood Pressure - Control
Walker,33.80308206,-87.29738289,Alabama,63711.0,1127,79.8,78.9,80.8,%,Crude Prevalence,High Blood Pressure - Control
Washington,31.40764298,-88.20779087,Alabama,16378.0,1129,80.4,79.6,81.1,%,Crude Prevalence,High Blood Pressure - Control
Wilcox,31.98925616,-87.30801913,Alabama,10627.0,1131,82.6,81.9,83.4,%,Crude Prevalence,High Blood Pressure - Control
Winston,34.14919919,-87.37360952,Alabama,23660.0,1133,81.0,79.9,82.0,%,Crude Prevalence,High Blood Pressure - Control
Aleutians East,55.35903757,-161.979848,Alaska,3515.0,2013,66.2,65.2,67.3,%,Crude Prevalence,High Blood Pressure - Control
Aleutians West,52.8107872,-107.825461,Alaska,5723.0,2016,63.7,62.6,64.8,%,Crude Prevalence,High Blood Pressure - Control
Anchorage,61.1504589,-149.1141071,Alaska,291538.0,2020,64.5,63.4,65.6,%,Crude Prevalence,High Blood Pressure - Control
Bethel,60.91560276,-159.8247503,Alaska,18216.0,2050,63.2,61.7,64.6,%,Crude Prevalence,High Blood Pressure - Control
Bristol Bay,58.74223433,-156.701884,Alaska,877.0,2060,68.0,66.9,69.0,%,Crude Prevalence,High Blood Pressure - Control
Denali,63.67350143,-150.0088291,Alaska,2059.0,2068,66.1,64.4,67.7,%,Crude Prevalence,High Blood Pressure - Control
Dillingham,59.79999618,-158.2125392,Alaska,5000.0,2070,64.3,62.9,65.7,%,Crude Prevalence,High Blood Pressure - Control
Fairbanks North Star,64.80852672,-146.5624138,Alaska,98971.0,2090,61.1,59.7,62.4,%,Crude Prevalence,High Blood Pressure - Control
Haines,59.11448538,-135.5007934,Alaska,2474.0,2100,72.7,71.3,74.0,%,Crude Prevalence,High Blood Pressure - Control
Hoonah-Angoon,58.18652895,-135.3290871,Alaska,2151.0,2105,73.6,72.6,74.5,%,Crude Prevalence,High Blood Pressure - Control
Juneau,58.45102839,-134.1828501,Alaska,32113.0,2110,67.4,66.2,68.7,%,Crude Prevalence,High Blood Pressure - Control
Kenai Peninsula,60.25818708,-151.5665895,Alaska,58533.0,2122,69.1,67.6,70.4,%,Crude Prevalence,High Blood Pressure - Control
Ketchikan Gateway,55.58863162,-130.9352394,Alaska,13918.0,2130,69.4,68.3,70.6,%,Crude Prevalence,High Blood Pressure - Control
Kodiak Island,57.66814491,-153.7816117,Alaska,13345.0,2150,66.4,65.4,67.5,%,Crude Prevalence,High Blood Pressure - Control
Kusilvak,62.1574671,-163.3831265,Alaska,8303.0,2158,61.7,60.1,63.3,%,Crude Prevalence,High Blood Pressure - Control
Lake and Peninsula,58.63644251,-156.1898946,Alaska,1587.0,2164,66.4,65.2,67.6,%,Crude Prevalence,High Blood Pressure - Control
Matanuska-Susitna,62.3154278,-149.5702635,Alaska,107610.0,2170,66.2,64.8,67.6,%,Crude Prevalence,High Blood Pressure - Control
Nome,64.91045824,-164.0327478,Alaska,10008.0,2180,63.2,61.9,64.6,%,Crude Prevalence,High Blood Pressure - Control
North Slope,69.3117884,-153.4445902,Alaska,9872.0,2185,62.5,61.1,63.9,%,Crude Prevalence,High Blood Pressure - Control
Northwest Arctic,67.05603596,-159.7201294,Alaska,7671.0,2188,62.9,61.6,64.3,%,Crude Prevalence,High Blood Pressure - Control
Petersburg,56.81190828,-133.2863383,Alaska,3221.0,2195,70.9,69.5,72.2,%,Crude Prevalence,High Blood Pressure - Control
Prince of Wales-Hyder,55.50495667,-132.7096152,Alaska,6422.0,2198,70.3,69.2,71.4,%,Crude Prevalence,High Blood Pressure - Control
Sitka,57.23208595,-135.3033492,Alaska,8647.0,2220,68.2,67.1,69.3,%,Crude Prevalence,High Blood Pressure - Control
Skagway,59.55833765,-135.3374592,Alaska,1148.0,2230,66.9,65.3,68.5,%,Crude Prevalence,High Blood Pressure - Control
Southeast Fairbanks,63.87758207,-143.2062598,Alaska,6918.0,2240,68.7,67.3,70.0,%,Crude Prevalence,High Blood Pressure - Control
Valdez-Cordova,61.5583398,-144.4916418,Alaska,9164.0,2261,68.4,67.0,69.8,%,Crude Prevalence,High Blood Pressure - Control
Wrangell,56.32355894,-132.0250936,Alaska,2503.0,2275,74.4,73.2,75.5,%,Crude Prevalence,High Blood Pressure - Control
Yakutat,59.8899763,-140.3569385,Alaska,604.0,2282,70.7,69.8,71.6,%,Crude Prevalence,High Blood Pressure - Control
Yukon-Koyukuk,65.50918931,-151.3907449,Alaska,5327.0,2290,68.4,67.2,69.5,%,Crude Prevalence,High Blood Pressure - Control
Apache,35.3954111,-109.48883,Arizona,71818.0,4001,72.2,71.1,73.3,%,Crude Prevalence,High Blood Pressure - Control
Cochise,31.87949959,-109.751401,Arizona,126770.0,4003,76.0,75.0,76.8,%,Crude Prevalence,High Blood Pressure - Control
Coconino,35.83863914,-111.7705891,Arizona,142854.0,4005,69.0,67.9,70.1,%,Crude Prevalence,High Blood Pressure - Control
Gila,33.80040568,-110.8132413,Arizona,53889.0,4007,78.7,77.8,79.5,%,Crude Prevalence,High Blood Pressure - Control
Graham,32.93306592,-109.8871087,Arizona,38072.0,4009,71.0,70.0,71.9,%,Crude Prevalence,High Blood Pressure - Control
Greenlee,33.21528272,-109.2401339,Arizona,9483.0,4011,70.7,69.7,71.7,%,Crude Prevalence,High Blood Pressure - Control
La Paz,33.72903482,-113.9813104,Arizona,21098.0,4012,82.4,81.5,83.3,%,Crude Prevalence,High Blood Pressure - Control
Maricopa,33.34873471,-112.4911577,Arizona,4410824.0,4013,75.2,74.3,76.0,%,Crude Prevalence,High Blood Pressure - Control
Mohave,35.70432399,-113.7582468,Arizona,209550.0,4015,79.0,78.0,79.9,%,Crude Prevalence,High Blood Pressure - Control
Navajo,35.39967567,-110.3214398,Arizona,110445.0,4017,74.8,74.0,75.7,%,Crude Prevalence,High Blood Pressure - Control
Pima,32.09739367,-111.7899304,Arizona,1039073.0,4019,76.7,75.8,77.5,%,Crude Prevalence,High Blood Pressure - Control
Pinal,32.90442817,-111.3447295,Arizona,447138.0,4021,75.2,74.3,76.1,%,Crude Prevalence,High Blood Pressure - Control
Santa Cruz,31.52596855,-110.8465934,Arizona,46511.0,4023,75.7,74.5,76.8,%,Crude Prevalence,High Blood Pressure - Control
Yavapai,34.59993679,-112.5546325,Arizona,231993.0,4025,78.3,77.2,79.4,%,Crude Prevalence,High Blood Pressure - Control
Yuma,32.76937366,-113.9054902,Arizona,212128.0,4027,74.4,73.5,75.4,%,Crude Prevalence,High Blood Pressure - Control
Arkansas,34.29096754,-91.3748863,Arkansas,17769.0,5001,80.1,79.3,80.8,%,Crude Prevalence,High Blood Pressure - Control
Ashley,33.19113397,-91.76816623,Arkansas,20046.0,5003,80.5,79.7,81.2,%,Crude Prevalence,High Blood Pressure - Control
Baxter,36.28685474,-92.33709121,Arkansas,41619.0,5005,84.0,83.1,84.8,%,Crude Prevalence,High Blood Pressure - Control
Benton,36.33868245,-94.25600736,Arkansas,272608.0,5007,75.2,74.0,76.3,%,Crude Prevalence,High Blood Pressure - Control
Boone,36.30867994,-93.09130789,Arkansas,37480.0,5009,78.7,77.7,79.8,%,Crude Prevalence,High Blood Pressure - Control
Bradley,33.46670706,-92.16175892,Arkansas,10897.0,5011,80.6,79.9,81.3,%,Crude Prevalence,High Blood Pressure - Control
Calhoun,33.5579242,-92.50254644,Arkansas,5277.0,5013,80.9,80.0,81.6,%,Crude Prevalence,High Blood Pressure - Control
Carroll,36.34098375,-93.53833197,Arkansas,28223.0,5015,80.3,79.3,81.3,%,Crude Prevalence,High Blood Pressure - Control
Chicot,33.26749203,-91.29368077,Arkansas,10438.0,5017,82.2,81.5,82.8,%,Crude Prevalence,High Blood Pressure - Control
Clark,34.05109731,-93.17677056,Arkansas,22061.0,5019,76.7,75.7,77.7,%,Crude Prevalence,High Blood Pressure - Control
Clay,36.368387,-90.41752753,Arkansas,14847.0,5021,80.2,79.2,81.2,%,Crude Prevalence,High Blood Pressure - Control
Cleburne,35.5386039,-92.02657971,Arkansas,24965.0,5023,81.6,80.6,82.6,%,Crude Prevalence,High Blood Pressure - Control
Cleveland,33.89825014,-92.18537424,Arkansas,8018.0,5025,80.0,79.0,80.9,%,Crude Prevalence,High Blood Pressure - Control
Columbia,33.21420367,-93.22734359,Arkansas,23537.0,5027,78.6,77.7,79.5,%,Crude Prevalence,High Blood Pressure - Control
Conway,35.26219672,-92.70068272,Arkansas,20891.0,5029,80.1,79.3,81.0,%,Crude Prevalence,High Blood Pressure - Control
Craighead,35.83160874,-90.63229859,Arkansas,108558.0,5031,75.5,74.4,76.5,%,Crude Prevalence,High Blood Pressure - Control
Crawford,35.58844941,-94.24297668,Arkansas,63406.0,5033,77.8,76.7,78.8,%,Crude Prevalence,High Blood Pressure - Control
Crittenden,35.20802432,-90.30893924,Arkansas,48342.0,5035,78.6,77.9,79.4,%,Crude Prevalence,High Blood Pressure - Control
Cross,35.29535703,-90.77162753,Arkansas,16676.0,5037,79.7,78.8,80.6,%,Crude Prevalence,High Blood Pressure - Control
Dallas,33.96963779,-92.65478384,Arkansas,7182.0,5039,82.1,81.4,82.7,%,Crude Prevalence,High Blood Pressure - Control
Desha,33.83364691,-91.25357726,Arkansas,11512.0,5041,81.7,81.0,82.4,%,Crude Prevalence,High Blood Pressure - Control
Drew,33.58969442,-91.71953511,Arkansas,18328.0,5043,78.4,77.5,79.2,%,Crude Prevalence,High Blood Pressure - Control
Faulkner,35.14730833,-92.33175659,Arkansas,124806.0,5045,73.8,72.6,75.1,%,Crude Prevalence,High Blood Pressure - Control
Franklin,35.51242559,-93.89070925,Arkansas,17810.0,5047,79.3,78.3,80.4,%,Crude Prevalence,High Blood Pressure - Control
Fulton,36.38184868,-91.8181331,Arkansas,12269.0,5049,82.6,81.6,83.5,%,Crude Prevalence,High Blood Pressure - Control
Garland,34.57659951,-93.15048723,Arkansas,99154.0,5051,80.5,79.6,81.4,%,Crude Prevalence,High Blood Pressure - Control
Grant,34.28984017,-92.42388914,Arkansas,18188.0,5053,78.1,77.0,79.2,%,Crude Prevalence,High Blood Pressure - Control
Greene,36.11781055,-90.5589908,Arkansas,45325.0,5055,76.8,75.7,77.9,%,Crude Prevalence,High Blood Pressure - Control
Hempstead,33.73525161,-93.66829193,Arkansas,21741.0,5057,80.3,79.6,81.0,%,Crude Prevalence,High Blood Pressure - Control
Hot Spring,34.31759618,-92.9458125,Arkansas,33701.0,5059,78.5,77.5,79.3,%,Crude Prevalence,High Blood Pressure - Control
Howard,34.08863063,-93.99348622,Arkansas,13341.0,5061,79.9,79.2,80.7,%,Crude Prevalence,High Blood Pressure - Control
Independence,35.74162443,-91.56928386,Arkansas,37678.0,5063,77.5,76.3,78.6,%,Crude Prevalence,High Blood Pressure - Control
Izard,36.09523171,-91.91321978,Arkansas,13593.0,5065,80.9,79.9,81.8,%,Crude Prevalence,High Blood Pressure - Control
Jackson,35.59855662,-91.21410789,Arkansas,16811.0,5067,78.3,77.4,79.2,%,Crude Prevalence,High Blood Pressure - Control
Jefferson,34.26873626,-91.93188484,Arkansas,68114.0,5069,79.0,78.3,79.8,%,Crude Prevalence,High Blood Pressure - Control
Johnson,35.57042442,-93.45972872,Arkansas,26742.0,5071,77.1,76.1,78.2,%,Crude Prevalence,High Blood Pressure - Control
Lafayette,33.24154014,-93.60616765,Arkansas,6682.0,5073,82.5,81.8,83.2,%,Crude Prevalence,High Blood Pressure - Control
Lawrence,36.04107822,-91.10729307,Arkansas,16434.0,5075,79.0,77.9,80.1,%,Crude Prevalence,High Blood Pressure - Control
Lee,34.78072086,-90.78263385,Arkansas,8985.0,5077,79.7,78.9,80.4,%,Crude Prevalence,High Blood Pressure - Control
Lincoln,33.95746845,-91.73312526,Arkansas,13383.0,5079,75.0,74.0,75.9,%,Crude Prevalence,High Blood Pressure - Control
Little River,33.69972301,-94.23313382,Arkansas,12326.0,5081,80.7,79.9,81.5,%,Crude Prevalence,High Blood Pressure - Control
Logan,35.21566114,-93.71636811,Arkansas,21737.0,5083,79.7,78.7,80.7,%,Crude Prevalence,High Blood Pressure - Control
Lonoke,34.75408935,-91.88869734,Arkansas,73657.0,5085,75.0,73.8,76.2,%,Crude Prevalence,High Blood Pressure - Control
Madison,36.0109104,-93.72471538,Arkansas,16481.0,5087,78.8,77.8,79.9,%,Crude Prevalence,High Blood Pressure - Control
Marion,36.2685868,-92.68427373,Arkansas,16722.0,5089,82.9,82.0,83.9,%,Crude Prevalence,High Blood Pressure - Control
Miller,33.31104739,-93.89206062,Arkansas,43592.0,5091,77.6,76.8,78.5,%,Crude Prevalence,High Blood Pressure - Control
Mississippi,35.76390932,-90.05430128,Arkansas,41239.0,5093,78.4,77.6,79.3,%,Crude Prevalence,High Blood Pressure - Control
Monroe,34.67817821,-91.20388766,Arkansas,6900.0,5095,83.0,82.3,83.7,%,Crude Prevalence,High Blood Pressure - Control
Montgomery,34.53854423,-93.65940752,Arkansas,8924.0,5097,82.4,81.5,83.4,%,Crude Prevalence,High Blood Pressure - Control
Nevada,33.66372397,-93.30711084,Arkansas,8326.0,5099,81.7,80.9,82.4,%,Crude Prevalence,High Blood Pressure - Control
Newton,35.92023827,-93.2177712,Arkansas,7805.0,5101,81.5,80.5,82.4,%,Crude Prevalence,High Blood Pressure - Control
Ouachita,33.59337489,-92.88169493,Arkansas,23606.0,5103,82.2,81.5,82.8,%,Crude Prevalence,High Blood Pressure - Control
Perry,34.94710024,-92.9314862,Arkansas,10352.0,5105,79.5,78.4,80.6,%,Crude Prevalence,High Blood Pressure - Control
Phillips,34.42859172,-90.84788141,Arkansas,18029.0,5107,81.9,81.2,82.7,%,Crude Prevalence,High Blood Pressure - Control
Pike,34.16302712,-93.65631372,Arkansas,10673.0,5109,79.2,78.2,80.2,%,Crude Prevalence,High Blood Pressure - Control
Poinsett,35.57473823,-90.66320391,Arkansas,23974.0,5111,78.4,77.4,79.4,%,Crude Prevalence,High Blood Pressure - Control
Polk,34.48593652,-94.22791298,Arkansas,20049.0,5113,80.5,79.6,81.4,%,Crude Prevalence,High Blood Pressure - Control
Pope,35.44769349,-93.03400082,Arkansas,64000.0,5115,75.9,74.8,77.1,%,Crude Prevalence,High Blood Pressure - Control
Prairie,34.82960671,-91.55264098,Arkansas,8074.0,5117,81.2,80.2,82.0,%,Crude Prevalence,High Blood Pressure - Control
Pulaski,34.76991477,-92.31181185,Arkansas,392680.0,5119,78.0,77.2,78.8,%,Crude Prevalence,High Blood Pressure - Control
Randolph,36.3414338,-91.02767458,Arkansas,17948.0,5121,79.2,78.1,80.3,%,Crude Prevalence,High Blood Pressure - Control
St. Francis,35.02173053,-90.74737815,Arkansas,25439.0,5123,78.6,77.9,79.4,%,Crude Prevalence,High Blood Pressure - Control
Saline,34.64661648,-92.67655282,Arkansas,121421.0,5125,77.1,76.2,78.2,%,Crude Prevalence,High Blood Pressure - Control
Scott,34.86065738,-94.06289549,Arkansas,10319.0,5127,79.7,78.7,80.7,%,Crude Prevalence,High Blood Pressure - Control
Searcy,35.91104278,-92.69953421,Arkansas,7958.0,5129,82.1,81.1,83.0,%,Crude Prevalence,High Blood Pressure - Control
Sebastian,35.19876858,-94.27373467,Arkansas,127753.0,5131,77.3,76.3,78.2,%,Crude Prevalence,High Blood Pressure - Control
Sevier,33.99734907,-94.24207566,Arkansas,17139.0,5133,76.2,75.3,77.0,%,Crude Prevalence,High Blood Pressure - Control
Sharp,36.16113202,-91.47983875,Arkansas,17366.0,5135,82.3,81.4,83.1,%,Crude Prevalence,High Blood Pressure - Control
Stone,35.86015356,-92.15687671,Arkansas,12457.0,5137,82.4,81.4,83.3,%,Crude Prevalence,High Blood Pressure - Control
Union,33.17138124,-92.59714252,Arkansas,39126.0,5139,79.6,78.8,80.4,%,Crude Prevalence,High Blood Pressure - Control
Van Buren,35.58056473,-92.51564197,Arkansas,16603.0,5141,82.4,81.5,83.3,%,Crude Prevalence,High Blood Pressure - Control
Washington,35.97881814,-94.21583896,Arkansas,236961.0,5143,71.1,69.9,72.4,%,Crude Prevalence,High Blood Pressure - Control
White,35.25617211,-91.74483397,Arkansas,78727.0,5145,77.3,76.2,78.3,%,Crude Prevalence,High Blood Pressure - Control
Woodruff,35.18577746,-91.24211404,Arkansas,6490.0,5147,82.0,81.2,82.8,%,Crude Prevalence,High Blood Pressure - Control
Yell,35.00279251,-93.41096826,Arkansas,21535.0,5149,78.1,77.1,79.1,%,Crude Prevalence,High Blood Pressure - Control
Alameda,37.64555147,-121.8893196,California,1666753.0,6001,69.5,68.6,70.3,%,Crude Prevalence,High Blood Pressure - Control
Alpine,38.59716187,-119.8207379,California,1101.0,6003,75.1,74.1,76.0,%,Crude Prevalence,High Blood Pressure - Control
Amador,38.44628731,-120.6497455,California,39383.0,6005,75.3,74.1,76.4,%,Crude Prevalence,High Blood Pressure - Control
Butte,39.6668772,-121.5995887,California,231256.0,6007,72.5,71.3,73.8,%,Crude Prevalence,High Blood Pressure - Control
Calaveras,38.20431662,-120.55399,California,45602.0,6009,76.5,75.3,77.7,%,Crude Prevalence,High Blood Pressure - Control
Colusa,39.17712713,-122.237555,California,21627.0,6011,69.7,68.7,70.7,%,Crude Prevalence,High Blood Pressure - Control
Contra Costa,37.91916061,-121.927827,California,1150215.0,6013,72.2,71.3,73.0,%,Crude Prevalence,High Blood Pressure - Control
Del Norte,41.74313957,-123.8987443,California,27828.0,6015,72.0,70.9,73.1,%,Crude Prevalence,High Blood Pressure - Control
El Dorado,38.77927687,-120.525118,California,190678.0,6017,73.4,72.2,74.6,%,Crude Prevalence,High Blood Pressure - Control
Fresno,36.75819212,-119.6510577,California,994400.0,6019,68.0,67.1,69.0,%,Crude Prevalence,High Blood Pressure - Control
Glenn,39.59823808,-122.3909024,California,28047.0,6021,71.5,70.3,72.5,%,Crude Prevalence,High Blood Pressure - Control
Humboldt,40.69920799,-123.87575,California,136373.0,6023,71.8,70.5,73.1,%,Crude Prevalence,High Blood Pressure - Control
Imperial,33.039537,-115.3652644,California,181827.0,6025,68.8,67.6,70.1,%,Crude Prevalence,High Blood Pressure - Control
Inyo,36.51151321,-117.4115268,California,17987.0,6027,74.2,73.0,75.4,%,Crude Prevalence,High Blood Pressure - Control
Kern,35.34295136,-118.730066,California,896764.0,6029,68.3,67.3,69.3,%,Crude Prevalence,High Blood Pressure - Control
Kings,36.07536089,-119.8154673,California,151366.0,6031,66.4,65.4,67.4,%,Crude Prevalence,High Blood Pressure - Control
Lake,39.09956568,-122.7541069,California,64382.0,6033,75.6,74.4,76.6,%,Crude Prevalence,High Blood Pressure - Control
Lassen,40.67344398,-120.5943294,California,30802.0,6035,66.8,65.6,68.1,%,Crude Prevalence,High Blood Pressure - Control
Los Angeles,34.32114132,-118.2246916,California,10105518.0,6037,69.3,68.5,70.1,%,Crude Prevalence,High Blood Pressure - Control
Madera,37.2182163,-119.7627487,California,157672.0,6039,69.9,68.8,70.9,%,Crude Prevalence,High Blood Pressure - Control
Marin,38.07388193,-122.7238042,California,259666.0,6041,73.5,72.2,74.7,%,Crude Prevalence,High Blood Pressure - Control
Mariposa,37.57736279,-119.9110034,California,17471.0,6043,76.7,75.6,77.9,%,Crude Prevalence,High Blood Pressure - Control
