LocationName,lat,lng,StateDesc,TotalPopulation,CountyFIPS,Data_Value,Low_Confidence_Limit,High_Confidence_Limit,Data_Value_Unit,Data_Value_Type,Measure_Short
Tuscaloosa,33.28961016,-87.52507429,Alabama,208911.0,01125,39.2,38.0,40.3,%,Crude Prevalence,High Blood Pressure
Walker,33.80308206,-87.29738289,Alabama,63711.0,01127,38.7,37.4,40.0,%,Crude Prevalence,High Blood Pressure
Washington,31.40764298,-88.20779087,Alabama,16378.0,01129,40.1,39.0,41.0,%,Crude Prevalence,High Blood Pressure
Wilcox,31.98925616,-87.30801913,Alabama,10627.0,01131,48.7,47.3,49.9,%,Crude Prevalence,High Blood Pressure
Winston,34.14919919,-87.37360952,Alabama,23660.0,01133,38.0,36.6,39.5,%,Crude Prevalence,High Blood Pressure
Aleutians East,55.35903757,-161.979848,Alaska,3515.0,02013,33.9,33.0,34.7,%,Crude Prevalence,High Blood Pressure
Aleutians West,52.8107872,-174.181061,Alaska,5723.0,02016,31.5,30.7,32.3,%,Crude Prevalence,High Blood Pressure
Anchorage,61.1504589,-149.1141071,Alaska,291538.0,02020,30.7,29.7,31.6,%,Crude Prevalence,High Blood Pressure
Bethel,60.91560276,-159.8247503,Alaska,18216.0,02050,36.9,35.7,38.1,%,Crude Prevalence,High Blood Pressure
Bristol Bay,58.74223433,-156.701884,Alaska,877.0,02060,30.4,29.5,31.3,%,Crude Prevalence,High Blood Pressure
Denali,63.67350143,-150.0088291,Alaska,2059.0,02068,28.8,27.5,30.1,%,Crude Prevalence,High Blood Pressure
Dillingham,59.79999618,-158.2125392,Alaska,5000.0,02070,33.6,32.5,34.6,%,Crude Prevalence,High Blood Pressure
Fairbanks North Star,64.80852672,-146.5624138,Alaska,98971.0,02090,30.6,29.6,31.7,%,Crude Prevalence,High Blood Pressure
Haines,59.11448538,-135.5007934,Alaska,2474.0,02100,27.9,26.8,29.0,%,Crude Prevalence,High Blood Pressure
Hoonah-Angoon,58.18652895,-135.3290871,Alaska,2151.0,02105,32.3,31.3,33.2,%,Crude Prevalence,High Blood Pressure
Juneau,58.45102839,-134.1828501,Alaska,32113.0,02110,29.8,28.8,30.9,%,Crude Prevalence,High Blood Pressure
Kenai Peninsula,60.25818708,-151.5665895,Alaska,58533.0,02122,29.8,28.6,31.0,%,Crude Prevalence,High Blood Pressure
Ketchikan Gateway,55.58863162,-130.9352394,Alaska,13918.0,02130,29.7,28.8,30.8,%,Crude Prevalence,High Blood Pressure
Kodiak Island,57.66814491,-153.7816117,Alaska,13345.0,02150,28.6,27.7,29.5,%,Crude Prevalence,High Blood Pressure
Kusilvak,62.1574671,-163.3831265,Alaska,8303.0,02158,42.3,40.8,43.7,%,Crude Prevalence,High Blood Pressure
Lake and Peninsula,58.63644251,-156.1898946,Alaska,1587.0,02164,34.9,33.9,35.9,%,Crude Prevalence,High Blood Pressure
Matanuska-Susitna,62.3154278,-149.5702635,Alaska,107610.0,02170,29.9,28.8,30.9,%,Crude Prevalence,High Blood Pressure
Nome,64.91045824,-164.0327478,Alaska,10008.0,02180,36.4,35.3,37.4,%,Crude Prevalence,High Blood Pressure
North Slope,69.3117884,-153.4445902,Alaska,9872.0,02185,33.5,32.5,34.5,%,Crude Prevalence,High Blood Pressure
Northwest Arctic,67.05603596,-159.7201294,Alaska,7671.0,02188,37.4,36.1,38.5,%,Crude Prevalence,High Blood Pressure
Petersburg,56.81190828,-133.2863383,Alaska,3221.0,02195,28.0,26.8,29.0,%,Crude Prevalence,High Blood Pressure
Prince of Wales-Hyder,55.50495667,-132.7096152,Alaska,6422.0,02198,33.2,32.3,34.2,%,Crude Prevalence,High Blood Pressure
Sitka,57.23208595,-135.3033492,Alaska,8647.0,02220,28.0,27.0,29.0,%,Crude Prevalence,High Blood Pressure
Skagway,59.55833765,-135.3374592,Alaska,1148.0,02230,27.9,26.7,29.2,%,Crude Prevalence,High Blood Pressure
Southeast Fairbanks,63.87758207,-143.2062598,Alaska,6918.0,02240,28.5,27.4,29.5,%,Crude Prevalence,High Blood Pressure
Valdez-Cordova,61.5583398,-144.4916418,Alaska,9164.0,02261,28.1,27.0,29.2,%,Crude Prevalence,High Blood Pressure
Wrangell,56.32355894,-132.0250936,Alaska,2503.0,02275,30.2,29.1,31.2,%,Crude Prevalence,High Blood Pressure
Yakutat,59.8899763,-140.3569385,Alaska,604.0,02282,31.6,30.7,32.5,%,Crude Prevalence,High Blood Pressure
Yukon-Koyukuk,65.50918931,-151.3907449,Alaska,5327.0,02290,37.0,35.8,38.0,%,Crude Prevalence,High Blood Pressure
Apache,35.3954111,-109.48883,Arizona,71818.0,04001,33.3,32.4,34.3,%,Crude Prevalence,High Blood Pressure
Cochise,31.87949959,-109.751401,Arizona,126770.0,04003,31.1,30.1,32.0,%,Crude Prevalence,High Blood Pressure
Coconino,35.83863914,-111.7705891,Arizona,142854.0,04005,28.8,27.8,29.7,%,Crude Prevalence,High Blood Pressure
Gila,33.80040568,-110.8132413,Arizona,53889.0,04007,32.7,31.8,33.6,%,Crude Prevalence,High Blood Pressure
Graham,32.93306592,-109.8871087,Arizona,38072.0,04009,30.7,29.9,31.6,%,Crude Prevalence,High Blood Pressure
Greenlee,33.21528272,-109.2401339,Arizona,9483.0,04011,29.1,28.2,29.9,%,Crude Prevalence,High Blood Pressure
La Paz,33.72903482,-113.9813104,Arizona,21098.0,04012,31.3,30.4,32.2,%,Crude Prevalence,High Blood Pressure
Maricopa,33.34873471,-112.4911577,Arizona,4410824.0,04013,27.9,27.0,28.8,%,Crude Prevalence,High Blood Pressure
Mohave,35.70432399,-113.7582468,Arizona,209550.0,04015,30.2,29.2,31.1,%,Crude Prevalence,High Blood Pressure
Navajo,35.39967567,-110.3214398,Arizona,110445.0,04017,31.4,30.5,32.2,%,Crude Prevalence,High Blood Pressure
Pima,32.09739367,-111.7899304,Arizona,1039073.0,04019,27.4,26.5,28.3,%,Crude Prevalence,High Blood Pressure
Pinal,32.90442817,-111.3447295,Arizona,447138.0,04021,30.5,29.6,31.3,%,Crude Prevalence,High Blood Pressure
Santa Cruz,31.52596855,-110.8465934,Arizona,46511.0,04023,29.8,28.5,31.1,%,Crude Prevalence,High Blood Pressure
Yavapai,34.59993679,-112.5546325,Arizona,231993.0,04025,27.4,26.4,28.4,%,Crude Prevalence,High Blood Pressure
Yuma,32.76937366,-113.9054902,Arizona,212128.0,04027,30.4,29.5,31.4,%,Crude Prevalence,High Blood Pressure
Arkansas,34.29096754,-91.3748863,Arkansas,17769.0,05001,38.4,37.2,39.5,%,Crude Prevalence,High Blood Pressure
Ashley,33.19113397,-91.76816623,Arkansas,20046.0,05003,38.7,37.5,39.8,%,Crude Prevalence,High Blood Pressure
Baxter,36.28685474,-92.33709121,Arkansas,41619.0,05005,32.4,31.1,33.8,%,Crude Prevalence,High Blood Pressure
Benton,36.33868245,-94.25600736,Arkansas,272608.0,05007,29.7,28.5,30.9,%,Crude Prevalence,High Blood Pressure
Boone,36.30867994,-93.09130789,Arkansas,37480.0,05009,33.9,32.5,35.2,%,Crude Prevalence,High Blood Pressure
Bradley,33.46670706,-92.16175892,Arkansas,10897.0,05011,40.1,39.0,41.1,%,Crude Prevalence,High Blood Pressure
Calhoun,33.5579242,-92.50254644,Arkansas,5277.0,05013,38.3,37.2,39.4,%,Crude Prevalence,High Blood Pressure
Carroll,36.34098375,-93.53833197,Arkansas,28223.0,05015,33.7,32.5,34.8,%,Crude Prevalence,High Blood Pressure
Chicot,33.26749203,-91.29368077,Arkansas,10438.0,05017,44.5,43.4,45.6,%,Crude Prevalence,High Blood Pressure
Clark,34.05109731,-93.17677056,Arkansas,22061.0,05019,37.9,36.9,39.1,%,Crude Prevalence,High Blood Pressure
Clay,36.368387,-90.41752753,Arkansas,14847.0,05021,36.2,34.8,37.5,%,Crude Prevalence,High Blood Pressure
Cleburne,35.5386039,-92.02657971,Arkansas,24965.0,05023,34.4,32.9,35.6,%,Crude Prevalence,High Blood Pressure
Cleveland,33.89825014,-92.18537424,Arkansas,8018.0,05025,36.2,34.7,37.6,%,Crude Prevalence,High Blood Pressure
Columbia,33.21420367,-93.22734359,Arkansas,23537.0,05027,40.9,39.8,42.1,%,Crude Prevalence,High Blood Pressure
Conway,35.26219672,-92.70068272,Arkansas,20891.0,05029,35.6,34.4,36.7,%,Crude Prevalence,High Blood Pressure
Craighead,35.83160874,-90.63229859,Arkansas,108558.0,05031,35.2,33.8,36.5,%,Crude Prevalence,High Blood Pressure
Crawford,35.58844941,-94.24297668,Arkansas,63406.0,05033,35.2,33.9,36.4,%,Crude Prevalence,High Blood Pressure
Crittenden,35.20802432,-90.30893924,Arkansas,48342.0,05035,41.9,40.7,43.0,%,Crude Prevalence,High Blood Pressure
Cross,35.29535703,-90.77162753,Arkansas,16676.0,05037,38.8,37.7,39.9,%,Crude Prevalence,High Blood Pressure
Dallas,33.96963779,-92.65478384,Arkansas,7182.0,05039,41.3,40.1,42.4,%,Crude Prevalence,High Blood Pressure
Desha,33.83364691,-91.25357726,Arkansas,11512.0,05041,43.7,42.6,44.8,%,Crude Prevalence,High Blood Pressure
Drew,33.58969442,-91.71953511,Arkansas,18328.0,05043,39.8,38.6,41.0,%,Crude Prevalence,High Blood Pressure
Faulkner,35.14730833,-92.33175659,Arkansas,124806.0,05045,34.7,33.5,35.9,%,Crude Prevalence,High Blood Pressure
Franklin,35.51242559,-93.89070925,Arkansas,17810.0,05047,36.4,35.0,37.6,%,Crude Prevalence,High Blood Pressure
Fulton,36.38184868,-91.8181331,Arkansas,12269.0,05049,35.1,33.7,36.4,%,Crude Prevalence,High Blood Pressure
Garland,34.57659951,-93.15048723,Arkansas,99154.0,05051,34.5,33.2,35.7,%,Crude Prevalence,High Blood Pressure
Grant,34.28984017,-92.42388914,Arkansas,18188.0,05053,33.4,32.0,34.7,%,Crude Prevalence,High Blood Pressure
Greene,36.11781055,-90.5589908,Arkansas,45325.0,05055,33.6,32.1,34.9,%,Crude Prevalence,High Blood Pressure
Hempstead,33.73525161,-93.66829193,Arkansas,21741.0,05057,40.2,39.2,41.2,%,Crude Prevalence,High Blood Pressure
Hot Spring,34.31759618,-92.9458125,Arkansas,33701.0,05059,37.1,35.8,38.3,%,Crude Prevalence,High Blood Pressure
Howard,34.08863063,-93.99348622,Arkansas,13341.0,05061,39.2,38.1,40.4,%,Crude Prevalence,High Blood Pressure
Independence,35.74162443,-91.56928386,Arkansas,37678.0,05063,35.8,34.4,37.2,%,Crude Prevalence,High Blood Pressure
Izard,36.09523171,-91.91321978,Arkansas,13593.0,05065,36.8,35.5,38.1,%,Crude Prevalence,High Blood Pressure
Jackson,35.59855662,-91.21410789,Arkansas,16811.0,05067,39.2,37.9,40.3,%,Crude Prevalence,High Blood Pressure
Jefferson,34.26873626,-91.93188484,Arkansas,68114.0,05069,45.2,44.0,46.4,%,Crude Prevalence,High Blood Pressure
Johnson,35.57042442,-93.45972872,Arkansas,26742.0,05071,36.0,34.8,37.3,%,Crude Prevalence,High Blood Pressure
Lafayette,33.24154014,-93.60616765,Arkansas,6682.0,05073,40.9,39.8,42.0,%,Crude Prevalence,High Blood Pressure
Lawrence,36.04107822,-91.10729307,Arkansas,16434.0,05075,36.4,34.8,37.8,%,Crude Prevalence,High Blood Pressure
Lee,34.78072086,-90.78263385,Arkansas,8985.0,05077,46.0,44.8,47.1,%,Crude Prevalence,High Blood Pressure
Lincoln,33.95746845,-91.73312526,Arkansas,13383.0,05079,40.8,39.7,41.8,%,Crude Prevalence,High Blood Pressure
Little River,33.69972301,-94.23313382,Arkansas,12326.0,05081,37.8,36.8,38.8,%,Crude Prevalence,High Blood Pressure
Logan,35.21566114,-93.71636811,Arkansas,21737.0,05083,35.3,34.0,36.6,%,Crude Prevalence,High Blood Pressure
Lonoke,34.75408935,-91.88869734,Arkansas,73657.0,05085,34.2,32.9,35.5,%,Crude Prevalence,High Blood Pressure
Madison,36.0109104,-93.72471538,Arkansas,16481.0,05087,36.9,35.6,38.2,%,Crude Prevalence,High Blood Pressure
Marion,36.2685868,-92.68427373,Arkansas,16722.0,05089,34.5,33.1,36.0,%,Crude Prevalence,High Blood Pressure
Miller,33.31104739,-93.89206062,Arkansas,43592.0,05091,38.3,37.2,39.4,%,Crude Prevalence,High Blood Pressure
Mississippi,35.76390932,-90.05430128,Arkansas,41239.0,05093,41.4,40.3,42.4,%,Crude Prevalence,High Blood Pressure
Monroe,34.67817821,-91.20388766,Arkansas,6900.0,05095,42.5,41.5,43.5,%,Crude Prevalence,High Blood Pressure
Montgomery,34.53854423,-93.65940752,Arkansas,8924.0,05097,35.5,34.1,36.9,%,Crude Prevalence,High Blood Pressure
Nevada,33.66372397,-93.30711084,Arkansas,8326.0,05099,39.8,38.7,41.0,%,Crude Prevalence,High Blood Pressure
Newton,35.92023827,-93.2177712,Arkansas,7805.0,05101,35.8,34.4,37.3,%,Crude Prevalence,High Blood Pressure
Ouachita,33.59337489,-92.88169493,Arkansas,23606.0,05103,41.6,40.4,42.7,%,Crude Prevalence,High Blood Pressure
Perry,34.94710024,-92.9314862,Arkansas,10352.0,05105,35.3,34.0,36.6,%,Crude Prevalence,High Blood Pressure
Phillips,34.42859172,-90.84788141,Arkansas,18029.0,05107,46.6,45.5,47.8,%,Crude Prevalence,High Blood Pressure
Pike,34.16302712,-93.65631372,Arkansas,10673.0,05109,37.0,35.7,38.3,%,Crude Prevalence,High Blood Pressure
Poinsett,35.57473823,-90.66320391,Arkansas,23974.0,05111,38.0,36.7,39.3,%,Crude Prevalence,High Blood Pressure
Polk,34.48593652,-94.22791298,Arkansas,20049.0,05113,36.5,35.1,37.8,%,Crude Prevalence,High Blood Pressure
Pope,35.44769349,-93.03400082,Arkansas,64000.0,05115,36.6,35.3,37.9,%,Crude Prevalence,High Blood Pressure
Prairie,34.82960671,-91.55264098,Arkansas,8074.0,05117,37.3,36.1,38.7,%,Crude Prevalence,High Blood Pressure
Pulaski,34.76991477,-92.31181185,Arkansas,392680.0,05119,37.7,36.6,38.8,%,Crude Prevalence,High Blood Pressure
Randolph,36.3414338,-91.02767458,Arkansas,17948.0,05121,36.4,35.1,37.8,%,Crude Prevalence,High Blood Pressure
St. Francis,35.02173053,-90.74737815,Arkansas,25439.0,05123,42.4,41.3,43.4,%,Crude Prevalence,High Blood Pressure
Saline,34.64661648,-92.67655282,Arkansas,121421.0,05125,32.2,30.8,33.5,%,Crude Prevalence,High Blood Pressure
Scott,34.86065738,-94.06289549,Arkansas,10319.0,05127,36.5,35.4,37.7,%,Crude Prevalence,High Blood Pressure
Searcy,35.91104278,-92.69953421,Arkansas,7958.0,05129,35.2,33.8,36.5,%,Crude Prevalence,High Blood Pressure
Sebastian,35.19876858,-94.27373467,Arkansas,127753.0,05131,35.8,34.7,36.9,%,Crude Prevalence,High Blood Pressure
Sevier,33.99734907,-94.24207566,Arkansas,17139.0,05133,37.9,36.9,39.0,%,Crude Prevalence,High Blood Pressure
Sharp,36.16113202,-91.47983875,Arkansas,17366.0,05135,37.2,35.7,38.5,%,Crude Prevalence,High Blood Pressure
Stone,35.86015356,-92.15687671,Arkansas,12457.0,05137,36.7,35.2,38.1,%,Crude Prevalence,High Blood Pressure
Union,33.17138124,-92.59714252,Arkansas,39126.0,05139,38.1,37.0,39.2,%,Crude Prevalence,High Blood Pressure
Van Buren,35.58056473,-92.51564197,Arkansas,16603.0,05141,35.0,33.7,36.3,%,Crude Prevalence,High Blood Pressure
Washington,35.97881814,-94.21583896,Arkansas,236961.0,05143,35.1,33.9,36.4,%,Crude Prevalence,High Blood Pressure
White,35.25617211,-91.74483397,Arkansas,78727.0,05145,34.0,32.6,35.3,%,Crude Prevalence,High Blood Pressure
Woodruff,35.18577746,-91.24211404,Arkansas,6490.0,05147,40.0,38.8,41.2,%,Crude Prevalence,High Blood Pressure
Yell,35.00279251,-93.41096826,Arkansas,21535.0,05149,36.3,35.1,37.5,%,Crude Prevalence,High Blood Pressure
Alameda,37.64555147,-121.8893196,California,1666753.0,06001,25.3,24.6,26.1,%,Crude Prevalence,High Blood Pressure
Alpine,38.59716187,-119.8207379,California,1101.0,06003,29.2,28.2,30.1,%,Crude Prevalence,High Blood Pressure
Amador,38.44628731,-120.6497455,California,39383.0,06005,28.2,27.1,29.3,%,Crude Prevalence,High Blood Pressure
Butte,39.6668772,-121.5995887,California,231256.0,06007,28.4,27.3,29.5,%,Crude Prevalence,High Blood Pressure
Calaveras,38.20431662,-120.55399,California,45602.0,06009,26.5,25.4,27.5,%,Crude Prevalence,High Blood Pressure
Colusa,39.17712713,-122.237555,California,21627.0,06011,29.4,28.3,30.4,%,Crude Prevalence,High Blood Pressure
Contra Costa,37.91916061,-121.927827,California,1150215.0,06013,24.2,23.4,25.0,%,Crude Prevalence,High Blood Pressure
Del Norte,41.74313957,-123.8987443,California,27828.0,06015,30.9,29.9,31.9,%,Crude Prevalence,High Blood Pressure
El Dorado,38.77927687,-120.525118,California,190678.0,06017,25.9,24.7,27.0,%,Crude Prevalence,High Blood Pressure
Fresno,36.75819212,-119.6510577,California,994400.0,06019,30.4,29.5,31.2,%,Crude Prevalence,High Blood Pressure
Glenn,39.59823808,-122.3909024,California,28047.0,06021,28.9,28.0,29.9,%,Crude Prevalence,High Blood Pressure
Humboldt,40.69920799,-123.87575,California,136373.0,06023,28.0,26.9,29.2,%,Crude Prevalence,High Blood Pressure
Imperial,33.039537,-115.3652644,California,181827.0,06025,30.6,29.4,31.7,%,Crude Prevalence,High Blood Pressure
Inyo,36.51151321,-117.4115268,California,17987.0,06027,27.1,26.0,28.1,%,Crude Prevalence,High Blood Pressure
Kern,35.34295136,-118.730066,California,896764.0,06029,32.3,31.5,33.2,%,Crude Prevalence,High Blood Pressure
Kings,36.07536089,-119.8154673,California,151366.0,06031,31.4,30.4,32.3,%,Crude Prevalence,High Blood Pressure
Lake,39.09956568,-122.7541069,California,64382.0,06033,29.6,28.5,30.6,%,Crude Prevalence,High Blood Pressure
Lassen,40.67344398,-120.5943294,California,30802.0,06035,31.0,30.0,32.1,%,Crude Prevalence,High Blood Pressure
Los Angeles,34.32114132,-118.2246916,California,10105518.0,06037,26.5,25.8,27.3,%,Crude Prevalence,High Blood Pressure
Madera,37.2182163,-119.7627487,California,157672.0,06039,30.2,29.2,31.2,%,Crude Prevalence,High Blood Pressure
Marin,38.07388193,-122.7238042,California,259666.0,06041,22.6,21.5,23.7,%,Crude Prevalence,High Blood Pressure
Mariposa,37.57736279,-119.9110034,California,17471.0,06043,27.1,25.9,28.2,%,Crude Prevalence,High Blood Pressure
Mendocino,39.44035366,-123.3914133,California,87606.0,06045,27.8,26.7,28.8,%,Crude Prevalence,High Blood Pressure
Merced,37.19191313,-120.7175557,California,274765.0,06047,31.4,30.5,32.4,%,Crude Prevalence,High Blood Pressure
Modoc,41.58974607,-120.724791,California,8777.0,06049,29.0,27.9,30.1,%,Crude Prevalence,High Blood Pressure
Mono,37.93923386,-118.8875478,California,14250.0,06051,26.7,25.6,27.8,%,Crude Prevalence,High Blood Pressure
Monterey,36.21636989,-121.2393212,California,435594.0,06053,28.8,27.8,29.7,%,Crude Prevalence,High Blood Pressure
Napa,38.50726702,-122.3314634,California,139417.0,06055,26.5,25.6,27.5,%,Crude Prevalence,High Blood Pressure
Nevada,39.30115247,-120.7686055,California,99696.0,06057,24.9,23.6,26.1,%,Crude Prevalence,High Blood Pressure
Orange,33.70297627,-117.7607477,California,3185968.0,06059,26.8,25.9,27.6,%,Crude Prevalence,High Blood Pressure
Placer,39.06343593,-120.7171226,California,393149.0,06061,25.5,24.5,26.6,%,Crude Prevalence,High Blood Pressure
Plumas,40.00402792,-120.8376469,California,18804.0,06063,27.6,26.6,28.7,%,Crude Prevalence,High Blood Pressure
