LocationName,lat,lng,StateDesc,TotalPopulation,CountyFIPS,Data_Value,Low_Confidence_Limit,High_Confidence_Limit,Data_Value_Unit,Data_Value_Type,Measure_Short
Petersburg,56.81190828,-133.2863383,Alaska,3221.0,02195,64.4,59.8,68.8,%,Crude Prevalence,Mammography - Use - Among
Prince of Wales-Hyder,55.50495667,-132.7096152,Alaska,6422.0,02198,64.0,60.0,67.9,%,Crude Prevalence,Mammography - Use - Among
Sitka,57.23208595,-135.3033492,Alaska,8647.0,02220,67.8,63.8,71.5,%,Crude Prevalence,Mammography - Use - Among
Skagway,59.55833765,-135.3374592,Alaska,1148.0,02230,67.8,62.9,72.3,%,Crude Prevalence,Mammography - Use - Among
Southeast Fairbanks,63.87758207,-143.2062598,Alaska,6918.0,02240,62.6,57.8,67.4,%,Crude Prevalence,Mammography - Use - Among
Valdez-Cordova,61.5583398,-144.4916418,Alaska,9164.0,02261,64.7,60.5,68.6,%,Crude Prevalence,Mammography - Use - Among
Wrangell,56.32355894,-132.0250936,Alaska,2503.0,02275,63.8,59.3,68.2,%,Crude Prevalence,Mammography - Use - Among
Yakutat,59.8899763,-140.3569385,Alaska,604.0,02282,65.6,62.6,68.7,%,Crude Prevalence,Mammography - Use - Among
Yukon-Koyukuk,65.50918931,-151.3907449,Alaska,5327.0,02290,64.9,60.7,69.1,%,Crude Prevalence,Mammography - Use - Among
Apache,35.3954111,-109.48883,Arizona,71818.0,04001,56.5,52.2,60.5,%,Crude Prevalence,Mammography - Use - Among
Cochise,31.87949959,-109.751401,Arizona,126770.0,04003,60.3,56.6,64.0,%,Crude Prevalence,Mammography - Use - Among
Coconino,35.83863914,-111.7705891,Arizona,142854.0,04005,65.5,61.6,69.0,%,Crude Prevalence,Mammography - Use - Among
Gila,33.80040568,-110.8132413,Arizona,53889.0,04007,62.2,58.3,66.4,%,Crude Prevalence,Mammography - Use - Among
Graham,32.93306592,-109.8871087,Arizona,38072.0,04009,66.4,62.9,69.7,%,Crude Prevalence,Mammography - Use - Among
Greenlee,33.21528272,-109.2401339,Arizona,9483.0,04011,65.5,61.7,69.1,%,Crude Prevalence,Mammography - Use - Among
La Paz,33.72903482,-113.9813104,Arizona,21098.0,04012,61.9,57.6,66.0,%,Crude Prevalence,Mammography - Use - Among
Maricopa,33.34873471,-112.4911577,Arizona,4410824.0,04013,68.5,64.6,71.8,%,Crude Prevalence,Mammography - Use - Among
Mohave,35.70432399,-113.7582468,Arizona,209550.0,04015,61.9,57.2,66.4,%,Crude Prevalence,Mammography - Use - Among
Navajo,35.39967567,-110.3214398,Arizona,110445.0,04017,58.1,54.2,61.5,%,Crude Prevalence,Mammography - Use - Among
Pima,32.09739367,-111.7899304,Arizona,1039073.0,04019,72.2,68.6,75.4,%,Crude Prevalence,Mammography - Use - Among
Pinal,32.90442817,-111.3447295,Arizona,447138.0,04021,62.8,58.8,66.7,%,Crude Prevalence,Mammography - Use - Among
Santa Cruz,31.52596855,-110.8465934,Arizona,46511.0,04023,67.0,62.4,71.4,%,Crude Prevalence,Mammography - Use - Among
Yavapai,34.59993679,-112.5546325,Arizona,231993.0,04025,67.0,62.9,71.0,%,Crude Prevalence,Mammography - Use - Among
Yuma,32.76937366,-113.9054902,Arizona,212128.0,04027,61.5,57.2,65.8,%,Crude Prevalence,Mammography - Use - Among
Arkansas,34.29096754,-91.3748863,Arkansas,17769.0,05001,70.1,65.9,74.1,%,Crude Prevalence,Mammography - Use - Among
Ashley,33.19113397,-91.76816623,Arkansas,20046.0,05003,68.1,64.1,71.9,%,Crude Prevalence,Mammography - Use - Among
Baxter,36.28685474,-92.33709121,Arkansas,41619.0,05005,71.7,67.3,75.9,%,Crude Prevalence,Mammography - Use - Among
Benton,36.33868245,-94.25600736,Arkansas,272608.0,05007,68.3,63.9,72.5,%,Crude Prevalence,Mammography - Use - Among
Boone,36.30867994,-93.09130789,Arkansas,37480.0,05009,69.8,64.4,74.2,%,Crude Prevalence,Mammography - Use - Among
Bradley,33.46670706,-92.16175892,Arkansas,10897.0,05011,69.5,65.9,72.9,%,Crude Prevalence,Mammography - Use - Among
Calhoun,33.5579242,-92.50254644,Arkansas,5277.0,05013,69.9,65.9,73.4,%,Crude Prevalence,Mammography - Use - Among
Carroll,36.34098375,-93.53833197,Arkansas,28223.0,05015,68.7,63.5,73.3,%,Crude Prevalence,Mammography - Use - Among
Chicot,33.26749203,-91.29368077,Arkansas,10438.0,05017,71.3,67.5,74.6,%,Crude Prevalence,Mammography - Use - Among
Clark,34.05109731,-93.17677056,Arkansas,22061.0,05019,70.2,66.1,73.9,%,Crude Prevalence,Mammography - Use - Among
Clay,36.368387,-90.41752753,Arkansas,14847.0,05021,64.5,59.1,70.0,%,Crude Prevalence,Mammography - Use - Among
Cleburne,35.5386039,-92.02657971,Arkansas,24965.0,05023,66.7,61.9,71.6,%,Crude Prevalence,Mammography - Use - Among
Cleveland,33.89825014,-92.18537424,Arkansas,8018.0,05025,67.2,62.3,71.5,%,Crude Prevalence,Mammography - Use - Among
Columbia,33.21420367,-93.22734359,Arkansas,23537.0,05027,72.3,68.9,75.5,%,Crude Prevalence,Mammography - Use - Among
Conway,35.26219672,-92.70068272,Arkansas,20891.0,05029,68.6,64.0,72.7,%,Crude Prevalence,Mammography - Use - Among
Craighead,35.83160874,-90.63229859,Arkansas,108558.0,05031,72.9,68.3,77.1,%,Crude Prevalence,Mammography - Use - Among
Crawford,35.58844941,-94.24297668,Arkansas,63406.0,05033,68.3,63.1,72.8,%,Crude Prevalence,Mammography - Use - Among
Crittenden,35.20802432,-90.30893924,Arkansas,48342.0,05035,74.4,71.1,77.4,%,Crude Prevalence,Mammography - Use - Among
Cross,35.29535703,-90.77162753,Arkansas,16676.0,05037,68.0,63.7,72.0,%,Crude Prevalence,Mammography - Use - Among
Dallas,33.96963779,-92.65478384,Arkansas,7182.0,05039,70.7,67.2,74.3,%,Crude Prevalence,Mammography - Use - Among
Desha,33.83364691,-91.25357726,Arkansas,11512.0,05041,69.8,66.0,73.2,%,Crude Prevalence,Mammography - Use - Among
Drew,33.58969442,-91.71953511,Arkansas,18328.0,05043,69.8,65.8,73.4,%,Crude Prevalence,Mammography - Use - Among
Faulkner,35.14730833,-92.33175659,Arkansas,124806.0,05045,67.9,63.0,72.4,%,Crude Prevalence,Mammography - Use - Among
Franklin,35.51242559,-93.89070925,Arkansas,17810.0,05047,68.8,63.6,73.3,%,Crude Prevalence,Mammography - Use - Among
Fulton,36.38184868,-91.8181331,Arkansas,12269.0,05049,66.8,61.6,71.9,%,Crude Prevalence,Mammography - Use - Among
Garland,34.57659951,-93.15048723,Arkansas,99154.0,05051,65.7,60.9,70.3,%,Crude Prevalence,Mammography - Use - Among
Grant,34.28984017,-92.42388914,Arkansas,18188.0,05053,68.4,63.0,73.1,%,Crude Prevalence,Mammography - Use - Among
Greene,36.11781055,-90.5589908,Arkansas,45325.0,05055,68.7,63.6,73.7,%,Crude Prevalence,Mammography - Use - Among
Hempstead,33.73525161,-93.66829193,Arkansas,21741.0,05057,68.8,65.0,72.6,%,Crude Prevalence,Mammography - Use - Among
Hot Spring,34.31759618,-92.9458125,Arkansas,33701.0,05059,69.9,64.9,74.3,%,Crude Prevalence,Mammography - Use - Among
Howard,34.08863063,-93.99348622,Arkansas,13341.0,05061,68.6,64.3,72.5,%,Crude Prevalence,Mammography - Use - Among
Independence,35.74162443,-91.56928386,Arkansas,37678.0,05063,71.7,66.9,76.0,%,Crude Prevalence,Mammography - Use - Among
Izard,36.09523171,-91.91321978,Arkansas,13593.0,05065,68.0,62.6,72.6,%,Crude Prevalence,Mammography - Use - Among
Jackson,35.59855662,-91.21410789,Arkansas,16811.0,05067,67.2,62.3,71.8,%,Crude Prevalence,Mammography - Use - Among
Jefferson,34.26873626,-91.93188484,Arkansas,68114.0,05069,72.3,69.1,75.3,%,Crude Prevalence,Mammography - Use - Among
Johnson,35.57042442,-93.45972872,Arkansas,26742.0,05071,64.8,59.8,69.7,%,Crude Prevalence,Mammography - Use - Among
Lafayette,33.24154014,-93.60616765,Arkansas,6682.0,05073,70.7,66.5,74.3,%,Crude Prevalence,Mammography - Use - Among
Lawrence,36.04107822,-91.10729307,Arkansas,16434.0,05075,66.2,60.9,71.3,%,Crude Prevalence,Mammography - Use - Among
Lee,34.78072086,-90.78263385,Arkansas,8985.0,05077,70.8,67.2,74.1,%,Crude Prevalence,Mammography - Use - Among
Lincoln,33.95746845,-91.73312526,Arkansas,13383.0,05079,69.7,65.3,73.5,%,Crude Prevalence,Mammography - Use - Among
Little River,33.69972301,-94.23313382,Arkansas,12326.0,05081,69.6,65.8,73.5,%,Crude Prevalence,Mammography - Use - Among
Logan,35.21566114,-93.71636811,Arkansas,21737.0,05083,67.0,62.1,72.0,%,Crude Prevalence,Mammography - Use - Among
Lonoke,34.75408935,-91.88869734,Arkansas,73657.0,05085,66.5,61.5,71.0,%,Crude Prevalence,Mammography - Use - Among
Madison,36.0109104,-93.72471538,Arkansas,16481.0,05087,67.0,61.7,71.7,%,Crude Prevalence,Mammography - Use - Among
Marion,36.2685868,-92.68427373,Arkansas,16722.0,05089,67.6,62.4,72.3,%,Crude Prevalence,Mammography - Use - Among
Miller,33.31104739,-93.89206062,Arkansas,43592.0,05091,70.6,66.4,74.3,%,Crude Prevalence,Mammography - Use - Among
Mississippi,35.76390932,-90.05430128,Arkansas,41239.0,05093,71.2,67.0,74.6,%,Crude Prevalence,Mammography - Use - Among
Monroe,34.67817821,-91.20388766,Arkansas,6900.0,05095,69.0,65.1,72.8,%,Crude Prevalence,Mammography - Use - Among
Montgomery,34.53854423,-93.65940752,Arkansas,8924.0,05097,67.1,62.3,71.5,%,Crude Prevalence,Mammography - Use - Among
Nevada,33.66372397,-93.30711084,Arkansas,8326.0,05099,70.4,66.7,74.2,%,Crude Prevalence,Mammography - Use - Among
Newton,35.92023827,-93.2177712,Arkansas,7805.0,05101,66.1,60.6,71.2,%,Crude Prevalence,Mammography - Use - Among
Ouachita,33.59337489,-92.88169493,Arkansas,23606.0,05103,67.2,63.6,70.8,%,Crude Prevalence,Mammography - Use - Among
Perry,34.94710024,-92.9314862,Arkansas,10352.0,05105,68.1,62.9,73.0,%,Crude Prevalence,Mammography - Use - Among
Phillips,34.42859172,-90.84788141,Arkansas,18029.0,05107,69.1,65.2,72.5,%,Crude Prevalence,Mammography - Use - Among
Pike,34.16302712,-93.65631372,Arkansas,10673.0,05109,66.6,61.4,72.0,%,Crude Prevalence,Mammography - Use - Among
Poinsett,35.57473823,-90.66320391,Arkansas,23974.0,05111,68.4,63.5,72.7,%,Crude Prevalence,Mammography - Use - Among
Polk,34.48593652,-94.22791298,Arkansas,20049.0,05113,66.8,61.7,71.7,%,Crude Prevalence,Mammography - Use - Among
Pope,35.44769349,-93.03400082,Arkansas,64000.0,05115,70.0,65.3,74.3,%,Crude Prevalence,Mammography - Use - Among
Prairie,34.82960671,-91.55264098,Arkansas,8074.0,05117,69.2,64.2,73.7,%,Crude Prevalence,Mammography - Use - Among
Pulaski,34.76991477,-92.31181185,Arkansas,392680.0,05119,74.9,71.8,77.8,%,Crude Prevalence,Mammography - Use - Among
Randolph,36.3414338,-91.02767458,Arkansas,17948.0,05121,66.4,61.1,71.4,%,Crude Prevalence,Mammography - Use - Among
St. Francis,35.02173053,-90.74737815,Arkansas,25439.0,05123,71.1,67.8,74.6,%,Crude Prevalence,Mammography - Use - Among
Saline,34.64661648,-92.67655282,Arkansas,121421.0,05125,69.3,64.6,73.7,%,Crude Prevalence,Mammography - Use - Among
Scott,34.86065738,-94.06289549,Arkansas,10319.0,05127,65.4,60.6,70.0,%,Crude Prevalence,Mammography - Use - Among
Searcy,35.91104278,-92.69953421,Arkansas,7958.0,05129,66.0,60.8,70.9,%,Crude Prevalence,Mammography - Use - Among
Sebastian,35.19876858,-94.27373467,Arkansas,127753.0,05131,70.3,66.1,74.2,%,Crude Prevalence,Mammography - Use - Among
Sevier,33.99734907,-94.24207566,Arkansas,17139.0,05133,69.7,65.7,73.6,%,Crude Prevalence,Mammography - Use - Among
Sharp,36.16113202,-91.47983875,Arkansas,17366.0,05135,68.0,62.6,73.0,%,Crude Prevalence,Mammography - Use - Among
Stone,35.86015356,-92.15687671,Arkansas,12457.0,05137,65.6,59.7,70.4,%,Crude Prevalence,Mammography - Use - Among
Union,33.17138124,-92.59714252,Arkansas,39126.0,05139,68.6,64.5,72.5,%,Crude Prevalence,Mammography - Use - Among
Van Buren,35.58056473,-92.51564197,Arkansas,16603.0,05141,66.3,61.3,71.6,%,Crude Prevalence,Mammography - Use - Among
Washington,35.97881814,-94.21583896,Arkansas,236961.0,05143,69.9,65.3,73.8,%,Crude Prevalence,Mammography - Use - Among
White,35.25617211,-91.74483397,Arkansas,78727.0,05145,66.5,61.6,71.0,%,Crude Prevalence,Mammography - Use - Among
Woodruff,35.18577746,-91.24211404,Arkansas,6490.0,05147,68.0,63.7,71.9,%,Crude Prevalence,Mammography - Use - Among
Yell,35.00279251,-93.41096826,Arkansas,21535.0,05149,66.6,61.9,71.2,%,Crude Prevalence,Mammography - Use - Among
Alameda,37.64555147,-121.8893196,California,1666753.0,06001,74.5,71.3,77.0,%,Crude Prevalence,Mammography - Use - Among
Alpine,38.59716187,-119.8207379,California,1101.0,06003,71.6,67.6,74.9,%,Crude Prevalence,Mammography - Use - Among
Amador,38.44628731,-120.6497455,California,39383.0,06005,73.1,68.9,77.1,%,Crude Prevalence,Mammography - Use - Among
Butte,39.6668772,-121.5995887,California,231256.0,06007,70.2,66.1,74.2,%,Crude Prevalence,Mammography - Use - Among
Calaveras,38.20431662,-120.55399,California,45602.0,06009,73.9,69.5,77.7,%,Crude Prevalence,Mammography - Use - Among
Colusa,39.17712713,-122.237555,California,21627.0,06011,71.7,67.9,75.4,%,Crude Prevalence,Mammography - Use - Among
Contra Costa,37.91916061,-121.927827,California,1150215.0,06013,77.3,74.4,79.8,%,Crude Prevalence,Mammography - Use - Among
Del Norte,41.74313957,-123.8987443,California,27828.0,06015,69.5,65.0,73.6,%,Crude Prevalence,Mammography - Use - Among
El Dorado,38.77927687,-120.525118,California,190678.0,06017,72.8,68.7,76.8,%,Crude Prevalence,Mammography - Use - Among
Fresno,36.75819212,-119.6510577,California,994400.0,06019,70.5,67.2,73.5,%,Crude Prevalence,Mammography - Use - Among
Glenn,39.59823808,-122.3909024,California,28047.0,06021,71.0,67.5,74.7,%,Crude Prevalence,Mammography - Use - Among
Humboldt,40.69920799,-123.87575,California,136373.0,06023,70.9,66.6,74.9,%,Crude Prevalence,Mammography - Use - Among
Imperial,33.039537,-115.3652644,California,181827.0,06025,72.8,68.1,76.9,%,Crude Prevalence,Mammography - Use - Among
Inyo,36.51151321,-117.4115268,California,17987.0,06027,72.4,68.1,76.1,%,Crude Prevalence,Mammography - Use - Among
Kern,35.34295136,-118.730066,California,896764.0,06029,70.9,67.5,74.1,%,Crude Prevalence,Mammography - Use - Among
Kings,36.07536089,-119.8154673,California,151366.0,06031,72.5,69.2,75.5,%,Crude Prevalence,Mammography - Use - Among
Lake,39.09956568,-122.7541069,California,64382.0,06033,70.3,65.7,74.5,%,Crude Prevalence,Mammography - Use - Among
Lassen,40.67344398,-120.5943294,California,30802.0,06035,71.4,66.6,75.5,%,Crude Prevalence,Mammography - Use - Among
Los Angeles,34.32114132,-118.2246916,California,10105518.0,06037,74.6,71.9,76.9,%,Crude Prevalence,Mammography - Use - Among
Madera,37.2182163,-119.7627487,California,157672.0,06039,70.1,66.1,73.6,%,Crude Prevalence,Mammography - Use - Among
Marin,38.07388193,-122.7238042,California,259666.0,06041,74.6,70.2,78.3,%,Crude Prevalence,Mammography - Use - Among
Mariposa,37.57736279,-119.9110034,California,17471.0,06043,71.5,66.6,75.7,%,Crude Prevalence,Mammography - Use - Among
Mendocino,39.44035366,-123.3914133,California,87606.0,06045,69.9,65.6,74.0,%,Crude Prevalence,Mammography - Use - Among
Merced,37.19191313,-120.7175557,California,274765.0,06047,71.2,67.9,74.4,%,Crude Prevalence,Mammography - Use - Among
Modoc,41.58974607,-120.724791,California,8777.0,06049,69.8,65.1,73.8,%,Crude Prevalence,Mammography - Use - Among
